vote_id;comment_id;user_id;gender;age;content;vote;label
3074;1003;103;fem;23.0;Acredito que o galanteio, as cantadas fazem parte da sedução do homem junto à mulher e pode ocorrer o contrário também e isso na minha modesta opinião não deveria ser reprimido. Estupro é outra coisa, é sexo sem sem consentimento é abuso de poder e isso deve ser reprimido, combatido e punido. Também existem algumas mulheres que cedem por interesse, deixando até transparecer estar interessada e depois que conseguem o que queriam decidem denunciar. Enfim, há 2 lados desta  historia e por isso manifesto das próprias mulheres nos dois sentidos.;1;1.0
574;1003;16;fem;21.0;Acredito que o galanteio, as cantadas fazem parte da sedução do homem junto à mulher e pode ocorrer o contrário também e isso na minha modesta opinião não deveria ser reprimido. Estupro é outra coisa, é sexo sem sem consentimento é abuso de poder e isso deve ser reprimido, combatido e punido. Também existem algumas mulheres que cedem por interesse, deixando até transparecer estar interessada e depois que conseguem o que queriam decidem denunciar. Enfim, há 2 lados desta  historia e por isso manifesto das próprias mulheres nos dois sentidos.;1;1.0
6382;292;242;fem;22.0;Grande b... O que esta mulher representa para o Brasil? Nada!!!;1;0.6666666666666666
4489;292;168;fem;30.0;Grande b... O que esta mulher representa para o Brasil? Nada!!!;0;0.6666666666666666
2800;292;76;fem;26.0;Grande b... O que esta mulher representa para o Brasil? Nada!!!;1;0.6666666666666666
9347;1331;398;masc;31.0;Eu não tenho problemas, eu tenho soluções.;0;0.3333333333333333
9181;1331;396;fem;20.0;Eu não tenho problemas, eu tenho soluções.;0;0.3333333333333333
2558;1331;81;fem;32.0;Eu não tenho problemas, eu tenho soluções.;1;0.3333333333333333
12470;2784;554;masc;36.0;Antigamente bastava a mulher dar um belo tapa na cara do sujeito abusado e pronto.. tudo resolvido.;1;0.6666666666666666
7839;2784;308;fem;33.0;Antigamente bastava a mulher dar um belo tapa na cara do sujeito abusado e pronto.. tudo resolvido.;1;0.6666666666666666
6381;2784;244;fem;25.0;Antigamente bastava a mulher dar um belo tapa na cara do sujeito abusado e pronto.. tudo resolvido.;1;0.6666666666666666
6380;2784;242;fem;22.0;Antigamente bastava a mulher dar um belo tapa na cara do sujeito abusado e pronto.. tudo resolvido.;0;0.6666666666666666
3953;2784;145;masc;21.0;Antigamente bastava a mulher dar um belo tapa na cara do sujeito abusado e pronto.. tudo resolvido.;0;0.6666666666666666
1233;2784;29;fem;27.0;Antigamente bastava a mulher dar um belo tapa na cara do sujeito abusado e pronto.. tudo resolvido.;1;0.6666666666666666
9053;663;390;fem;22.0;maaassa!!!!!;0;0.0
5597;663;213;fem;19.0;maaassa!!!!!;0;0.0
3689;663;128;masc;23.0;maaassa!!!!!;0;0.0
9811;1552;417;fem;31.0;Extraterrestres existem ? Feminazi bonitas existem? Oh dúvida cruel...;1;1.0
8835;1552;380;fem;21.0;Extraterrestres existem ? Feminazi bonitas existem? Oh dúvida cruel...;1;1.0
5954;1552;224;masc;23.0;Extraterrestres existem ? Feminazi bonitas existem? Oh dúvida cruel...;1;1.0
5328;1552;195;fem;20.0;Extraterrestres existem ? Feminazi bonitas existem? Oh dúvida cruel...;1;1.0
4631;1552;169;fem;28.0;Extraterrestres existem ? Feminazi bonitas existem? Oh dúvida cruel...;1;1.0
6288;1589;236;fem;22.0;Depois se queixam q não existe mais homens. aff;1;1.0
4149;1589;155;masc;38.0;Depois se queixam q não existe mais homens. aff;1;1.0
3501;1589;125;fem;24.0;Depois se queixam q não existe mais homens. aff;1;1.0
6508;1811;246;fem;25.0;Essa ai gosta de um Homão!;1;0.6666666666666666
5555;1811;213;fem;19.0;Essa ai gosta de um Homão!;1;0.6666666666666666
4112;1811;152;masc;32.0;Essa ai gosta de um Homão!;0;0.6666666666666666
8002;764;331;fem;22.0;Muito estranho os comentários;0;0.3333333333333333
5703;764;217;fem;19.0;Muito estranho os comentários;0;0.3333333333333333
4416;764;161;masc;23.0;Muito estranho os comentários;1;0.3333333333333333
6412;2204;244;fem;25.0;Quero saber é quando esse preconceito e ataques contra os homens irão acabar. Nojo.;1;1.0
4973;2204;128;masc;23.0;Quero saber é quando esse preconceito e ataques contra os homens irão acabar. Nojo.;1;1.0
644;2204;18;masc;20.0;Quero saber é quando esse preconceito e ataques contra os homens irão acabar. Nojo.;1;1.0
9038;2469;390;fem;22.0;Quero ver a igualdade de profissões na hora de rebocar uma parede. O feminismo acaba na hora que chega a conta do restaurante;1;1.0
8865;2469;385;masc;25.0;Quero ver a igualdade de profissões na hora de rebocar uma parede. O feminismo acaba na hora que chega a conta do restaurante;1;1.0
4974;2469;128;masc;23.0;Quero ver a igualdade de profissões na hora de rebocar uma parede. O feminismo acaba na hora que chega a conta do restaurante;1;1.0
3480;2469;125;fem;24.0;Quero ver a igualdade de profissões na hora de rebocar uma parede. O feminismo acaba na hora que chega a conta do restaurante;1;1.0
11462;4116;486;fem;56.0;Gente ! Muita simpática  a jovem ! Que Deus te abençoe no seu trabalho !;0;0.0
10601;4116;305;masc;23.0;Gente ! Muita simpática  a jovem ! Que Deus te abençoe no seu trabalho !;0;0.0
9583;4116;1;fem;24.0;Gente ! Muita simpática  a jovem ! Que Deus te abençoe no seu trabalho !;0;0.0
6066;1268;229;masc;19.0;Percebam o detalhe: o argentino falou da mãe e da avó. Não falou de namorada e/ou esposa. Também, com esse tipo de pensamento vai ser difícil encontrar uma que aturre.;0;0.3333333333333333
2862;1268;92;masc;23.0;Percebam o detalhe: o argentino falou da mãe e da avó. Não falou de namorada e/ou esposa. Também, com esse tipo de pensamento vai ser difícil encontrar uma que aturre.;1;0.3333333333333333
2098;1268;68;fem;37.0;Percebam o detalhe: o argentino falou da mãe e da avó. Não falou de namorada e/ou esposa. Também, com esse tipo de pensamento vai ser difícil encontrar uma que aturre.;0;0.3333333333333333
11992;2749;517;fem;28.0;Devia ser obrogado a pagar pelo atendimento em hospital de luxo!;1;0.3333333333333333
5404;2749;204;masc;22.0;Devia ser obrogado a pagar pelo atendimento em hospital de luxo!;0;0.3333333333333333
4609;2749;27;fem;25.0;Devia ser obrogado a pagar pelo atendimento em hospital de luxo!;0;0.3333333333333333
12227;3641;536;fem;25.0;O ativismo judiciário no Brasil tem nome e endereço. Os ministros do stf. Esta corte em sua maioria foi escolhida pela esquerda e nunca foi levantado questionamentos da mídia tupiniquim mas a corte americana que eles dizem ser em sua maioria dos republicanos ficam sempre falando. Dois pesos, duas medidas. Hipócritas. Voces não enganam mais ninguém Estamos atentos;1;0.3333333333333333
8666;3641;367;masc;30.0;O ativismo judiciário no Brasil tem nome e endereço. Os ministros do stf. Esta corte em sua maioria foi escolhida pela esquerda e nunca foi levantado questionamentos da mídia tupiniquim mas a corte americana que eles dizem ser em sua maioria dos republicanos ficam sempre falando. Dois pesos, duas medidas. Hipócritas. Voces não enganam mais ninguém Estamos atentos;0;0.3333333333333333
7693;3641;16;fem;21.0;O ativismo judiciário no Brasil tem nome e endereço. Os ministros do stf. Esta corte em sua maioria foi escolhida pela esquerda e nunca foi levantado questionamentos da mídia tupiniquim mas a corte americana que eles dizem ser em sua maioria dos republicanos ficam sempre falando. Dois pesos, duas medidas. Hipócritas. Voces não enganam mais ninguém Estamos atentos;0;0.3333333333333333
11412;173;484;fem;23.0;Jeferson, o cara é por demais grosseiro, não dá para levar na boa.;0;0.0
5108;173;131;fem;24.0;Jeferson, o cara é por demais grosseiro, não dá para levar na boa.;0;0.0
3573;173;31;fem;25.0;Jeferson, o cara é por demais grosseiro, não dá para levar na boa.;0;0.0
10762;2276;1;fem;24.0;Desigualdade por que? cada faz o que quer voces são louco ;0;0.3333333333333333
10036;2276;455;fem;24.0;Desigualdade por que? cada faz o que quer voces são louco ;0;0.3333333333333333
5483;2276;208;fem;19.0;Desigualdade por que? cada faz o que quer voces são louco ;1;0.3333333333333333
10817;161;428;fem;47.0;Brigitte Macron     isso é coisa do capeta.....  Liga para isso não,   mim tornei  sua fã.    ;1;0.3333333333333333
4372;161;158;fem;34.0;Brigitte Macron     isso é coisa do capeta.....  Liga para isso não,   mim tornei  sua fã.    ;0;0.3333333333333333
3768;161;128;masc;23.0;Brigitte Macron     isso é coisa do capeta.....  Liga para isso não,   mim tornei  sua fã.    ;0;0.3333333333333333
10674;876;26;masc;25.0;Terá este peruca de touro?;0;0.3333333333333333
10515;876;421;fem;22.0;Terá este peruca de touro?;1;0.3333333333333333
580;876;16;fem;21.0;Terá este peruca de touro?;0;0.3333333333333333
6465;3202;244;fem;25.0;VOCÊ GOSTOU DE TER DESCIDO TANTOS DEGRAUS ??  ACHO QUE VOCÊ QUASE CONSEGUIU , UM POUCO MAIS DE PREPARO ESPIRITUAL E PSICOLÓGICO CURARIA AS FERIDAS E UMA NOVA VIDA ESTARIA A SUA DISPOSIÇÃO.. SEJA FELIZ  ATÉ SOZINHA.;0;0.3333333333333333
4448;3202;166;masc;25.0;VOCÊ GOSTOU DE TER DESCIDO TANTOS DEGRAUS ??  ACHO QUE VOCÊ QUASE CONSEGUIU , UM POUCO MAIS DE PREPARO ESPIRITUAL E PSICOLÓGICO CURARIA AS FERIDAS E UMA NOVA VIDA ESTARIA A SUA DISPOSIÇÃO.. SEJA FELIZ  ATÉ SOZINHA.;0;0.3333333333333333
3192;3202;110;fem;21.0;VOCÊ GOSTOU DE TER DESCIDO TANTOS DEGRAUS ??  ACHO QUE VOCÊ QUASE CONSEGUIU , UM POUCO MAIS DE PREPARO ESPIRITUAL E PSICOLÓGICO CURARIA AS FERIDAS E UMA NOVA VIDA ESTARIA A SUA DISPOSIÇÃO.. SEJA FELIZ  ATÉ SOZINHA.;1;0.3333333333333333
12717;113;1;fem;24.0;esquerdopatas franceses não cuidam de seu País vem querer mandar no Brasil acabou a sacanagem ;0;0.5
12133;113;532;fem;27.0;esquerdopatas franceses não cuidam de seu País vem querer mandar no Brasil acabou a sacanagem ;1;0.5
12060;113;526;masc;26.0;esquerdopatas franceses não cuidam de seu País vem querer mandar no Brasil acabou a sacanagem ;0;0.5
7758;113;298;masc;35.0;esquerdopatas franceses não cuidam de seu País vem querer mandar no Brasil acabou a sacanagem ;1;0.5
5983;2172;225;fem;22.0;no rj não gostam muito de mulher;1;0.6666666666666666
4680;2172;169;fem;28.0;no rj não gostam muito de mulher;1;0.6666666666666666
2534;2172;80;fem;27.0;no rj não gostam muito de mulher;0;0.6666666666666666
12479;2983;554;masc;36.0;Perfeito seu comentário. Pra toda ação existe uma reação.Na minha visão as feministas estão banalizando o direito da mulher e enfraquecendo a causa;1;0.75
9473;2983;379;fem;23.0;Perfeito seu comentário. Pra toda ação existe uma reação.Na minha visão as feministas estão banalizando o direito da mulher e enfraquecendo a causa;0;0.75
8303;2983;348;fem;20.0;Perfeito seu comentário. Pra toda ação existe uma reação.Na minha visão as feministas estão banalizando o direito da mulher e enfraquecendo a causa;1;0.75
4655;2983;169;fem;28.0;Perfeito seu comentário. Pra toda ação existe uma reação.Na minha visão as feministas estão banalizando o direito da mulher e enfraquecendo a causa;1;0.75
6279;1595;236;fem;22.0;"Afinal de contas, quando a cantada vira ""assédio""?  Eu não posso mais dizer para uma mulher que acho ela bonita e convidar ela para jantar?";1;0.6666666666666666
5740;1595;219;masc;45.0;"Afinal de contas, quando a cantada vira ""assédio""?  Eu não posso mais dizer para uma mulher que acho ela bonita e convidar ela para jantar?";0;0.6666666666666666
3325;1595;116;fem;21.0;"Afinal de contas, quando a cantada vira ""assédio""?  Eu não posso mais dizer para uma mulher que acho ela bonita e convidar ela para jantar?";1;0.6666666666666666
12572;3097;1;fem;24.0;O maior apoio. Já passou da hora de as mulheres se liberarem. Ainda mais bonita como essa! Ah, meu Deus!;1;0.5
11268;3097;475;fem;31.0;O maior apoio. Já passou da hora de as mulheres se liberarem. Ainda mais bonita como essa! Ah, meu Deus!;1;0.5
5183;3097;188;masc;19.0;O maior apoio. Já passou da hora de as mulheres se liberarem. Ainda mais bonita como essa! Ah, meu Deus!;0;0.5
1990;3097;64;masc;24.0;O maior apoio. Já passou da hora de as mulheres se liberarem. Ainda mais bonita como essa! Ah, meu Deus!;0;0.5
11675;4095;486;fem;56.0;Cúmulo do absurdo gente neste espaço defendendo o estuprador. ;0;0.0
10603;4095;305;masc;23.0;Cúmulo do absurdo gente neste espaço defendendo o estuprador. ;0;0.0
7720;4095;1;fem;24.0;Cúmulo do absurdo gente neste espaço defendendo o estuprador. ;0;0.0
7950;2990;330;masc;28.0;Por que? Oras, porque sabem que, se forem presos, saem na audiência de custódia, ou conseguem um habeas corpus depois de uma semana, ou ficam uns seis meses em cana e nada mais,;0;0.3333333333333333
5355;2990;202;masc;19.0;Por que? Oras, porque sabem que, se forem presos, saem na audiência de custódia, ou conseguem um habeas corpus depois de uma semana, ou ficam uns seis meses em cana e nada mais,;1;0.3333333333333333
94;2990;1;fem;24.0;Por que? Oras, porque sabem que, se forem presos, saem na audiência de custódia, ou conseguem um habeas corpus depois de uma semana, ou ficam uns seis meses em cana e nada mais,;0;0.3333333333333333
7007;815;52;masc;23.0;"Essas atrizes..tinham umas 40 para o mesmo papel no início de carreira, a maioria não quis dar para o diretor e hoje são anônimas...Essas rampeiras famosas que sentaram no colo de inúmeros diretores e ""jantaram"" com eles (foram jantadas, consensualmente) e agora vem ""denunciar"". Muitas o diretor mal insinuou e foram caíndo de boca...Covardes hipócritas!!!";1;1.0
2867;815;93;masc;23.0;"Essas atrizes..tinham umas 40 para o mesmo papel no início de carreira, a maioria não quis dar para o diretor e hoje são anônimas...Essas rampeiras famosas que sentaram no colo de inúmeros diretores e ""jantaram"" com eles (foram jantadas, consensualmente) e agora vem ""denunciar"". Muitas o diretor mal insinuou e foram caíndo de boca...Covardes hipócritas!!!";1;1.0
2822;815;88;fem;24.0;"Essas atrizes..tinham umas 40 para o mesmo papel no início de carreira, a maioria não quis dar para o diretor e hoje são anônimas...Essas rampeiras famosas que sentaram no colo de inúmeros diretores e ""jantaram"" com eles (foram jantadas, consensualmente) e agora vem ""denunciar"". Muitas o diretor mal insinuou e foram caíndo de boca...Covardes hipócritas!!!";1;1.0
8493;1422;359;masc;20.0;Ficar pregando feminismo é fácil, quero ver é trocar o pneu de uma carreta.;1;1.0
6168;1422;237;fem;23.0;Ficar pregando feminismo é fácil, quero ver é trocar o pneu de uma carreta.;1;1.0
4447;1422;165;masc;51.0;Ficar pregando feminismo é fácil, quero ver é trocar o pneu de uma carreta.;1;1.0
1559;1422;48;masc;24.0;Ficar pregando feminismo é fácil, quero ver é trocar o pneu de uma carreta.;1;1.0
8697;3150;373;masc;21.0;Ah, isso não 'é nada. Ficamos casados tres anos e a minha ex já deve ter dado para uns cinquenta. Voce  está perdendo feio...;1;0.6666666666666666
8669;3150;367;masc;30.0;Ah, isso não 'é nada. Ficamos casados tres anos e a minha ex já deve ter dado para uns cinquenta. Voce  está perdendo feio...;1;0.6666666666666666
4087;3150;192;masc;25.0;Ah, isso não 'é nada. Ficamos casados tres anos e a minha ex já deve ter dado para uns cinquenta. Voce  está perdendo feio...;0;0.6666666666666666
9829;1004;417;fem;31.0;O instinto animal de cortejar a fêmea é da natureza do homem. Por isso deveria ser permitido ao homem se casar com quantas mulheres ele quisesse.;1;1.0
4342;1004;158;fem;34.0;O instinto animal de cortejar a fêmea é da natureza do homem. Por isso deveria ser permitido ao homem se casar com quantas mulheres ele quisesse.;1;1.0
2735;1004;86;fem;28.0;O instinto animal de cortejar a fêmea é da natureza do homem. Por isso deveria ser permitido ao homem se casar com quantas mulheres ele quisesse.;1;1.0
6017;2054;228;fem;22.0;Foram em mulheres diferentes. A reportagem fala de duas agressões que ocorreram nesta semana na região. ;0;0.0
3882;2054;144;masc;29.0;Foram em mulheres diferentes. A reportagem fala de duas agressões que ocorreram nesta semana na região. ;0;0.0
1276;2054;31;fem;25.0;Foram em mulheres diferentes. A reportagem fala de duas agressões que ocorreram nesta semana na região. ;0;0.0
8459;2702;348;fem;20.0;Só os especialistas em direito penal online hoje.;0;0.3333333333333333
8352;2702;351;masc;32.0;Só os especialistas em direito penal online hoje.;0;0.3333333333333333
8350;2702;350;masc;29.0;Só os especialistas em direito penal online hoje.;0;0.3333333333333333
2442;2702;27;fem;25.0;Só os especialistas em direito penal online hoje.;1;0.3333333333333333
2403;2702;75;masc;26.0;Só os especialistas em direito penal online hoje.;1;0.3333333333333333
2229;2702;70;fem;25.0;Só os especialistas em direito penal online hoje.;0;0.3333333333333333
11828;3837;508;fem;26.0;os fatos e as provas já foram apurados e julgados e, o robinho condenado em primeira instancia, ele já é culpado, ainda tem outras instancias pra ele se defender. Se estivesse na Italia estaria recorrendo preso. Com os audios da polícia italina, vc acha que ele vai conseguir reverter de algum jeito a condenação??? Lindo é ver brasileiro defender o transito em julgado, logo aqui no país da impunidade, isso que é hipocrisia, ou sindrome de estocolmo coletiva!;0;0.0
10222;3837;1;fem;24.0;os fatos e as provas já foram apurados e julgados e, o robinho condenado em primeira instancia, ele já é culpado, ainda tem outras instancias pra ele se defender. Se estivesse na Italia estaria recorrendo preso. Com os audios da polícia italina, vc acha que ele vai conseguir reverter de algum jeito a condenação??? Lindo é ver brasileiro defender o transito em julgado, logo aqui no país da impunidade, isso que é hipocrisia, ou sindrome de estocolmo coletiva!;0;0.0
7279;3837;262;masc;22.0;os fatos e as provas já foram apurados e julgados e, o robinho condenado em primeira instancia, ele já é culpado, ainda tem outras instancias pra ele se defender. Se estivesse na Italia estaria recorrendo preso. Com os audios da polícia italina, vc acha que ele vai conseguir reverter de algum jeito a condenação??? Lindo é ver brasileiro defender o transito em julgado, logo aqui no país da impunidade, isso que é hipocrisia, ou sindrome de estocolmo coletiva!;0;0.0
4414;57;160;fem;23.0;Eu queria saber da mulher do BOZO oque ela acha disso ?;0;0.0
2538;57;74;masc;28.0;Eu queria saber da mulher do BOZO oque ela acha disso ?;0;0.0
10876;3071;434;fem;44.0;bahia não à respeito, trair é cultural, já as musicas são lamentáveis;1;0.3333333333333333
4835;3071;175;masc;31.0;bahia não à respeito, trair é cultural, já as musicas são lamentáveis;0;0.3333333333333333
747;3071;16;fem;21.0;bahia não à respeito, trair é cultural, já as musicas são lamentáveis;0;0.3333333333333333
7070;2404;52;masc;23.0;Vão querer cota tbm ???;1;1.0
1746;2404;1;fem;24.0;Vão querer cota tbm ???;1;1.0
420;2404;13;masc;29.0;Vão querer cota tbm ???;1;1.0
12388;1313;549;fem;21.0;Escola deveria ser um centro de conhecimento, aquele que agrega, que prepara crianças e jovens para um futuro decente. Infelizmente no Brasil se tornou apenas centros de adestramento a moda Marx, e preparam nossos jovens para futuras militâncias políticas nas faculdades, que também é outro caso perdido.;0;0.2
9719;1313;411;masc;41.0;Escola deveria ser um centro de conhecimento, aquele que agrega, que prepara crianças e jovens para um futuro decente. Infelizmente no Brasil se tornou apenas centros de adestramento a moda Marx, e preparam nossos jovens para futuras militâncias políticas nas faculdades, que também é outro caso perdido.;0;0.2
8004;1313;329;masc;29.0;Escola deveria ser um centro de conhecimento, aquele que agrega, que prepara crianças e jovens para um futuro decente. Infelizmente no Brasil se tornou apenas centros de adestramento a moda Marx, e preparam nossos jovens para futuras militâncias políticas nas faculdades, que também é outro caso perdido.;0;0.2
4005;1313;132;fem;23.0;Escola deveria ser um centro de conhecimento, aquele que agrega, que prepara crianças e jovens para um futuro decente. Infelizmente no Brasil se tornou apenas centros de adestramento a moda Marx, e preparam nossos jovens para futuras militâncias políticas nas faculdades, que também é outro caso perdido.;1;0.2
848;1313;24;fem;24.0;Escola deveria ser um centro de conhecimento, aquele que agrega, que prepara crianças e jovens para um futuro decente. Infelizmente no Brasil se tornou apenas centros de adestramento a moda Marx, e preparam nossos jovens para futuras militâncias políticas nas faculdades, que também é outro caso perdido.;0;0.2
6704;19;141;masc;47.0;Nunca mais a esquerda criminosa vai governar o Brasil.;0;0.0
2144;19;69;masc;23.0;Nunca mais a esquerda criminosa vai governar o Brasil.;0;0.0
622;19;19;fem;21.0;Nunca mais a esquerda criminosa vai governar o Brasil.;0;0.0
11342;2721;481;fem;21.0;Chola mais, gado do presidiário.;1;1.0
5776;2721;213;fem;19.0;Chola mais, gado do presidiário.;1;1.0
4539;2721;180;masc;40.0;Chola mais, gado do presidiário.;1;1.0
11192;3834;467;fem;20.0;Que isso rapaz, não tem ninguem na terra doido o suficiente pra pegar ela, nem o maniaco do parque;1;1.0
9996;3834;446;fem;32.0;Que isso rapaz, não tem ninguem na terra doido o suficiente pra pegar ela, nem o maniaco do parque;1;1.0
7201;3834;305;masc;23.0;Que isso rapaz, não tem ninguem na terra doido o suficiente pra pegar ela, nem o maniaco do parque;1;1.0
6642;824;55;fem;20.0;...;0;0.0
4174;824;155;masc;38.0;...;0;0.0
3787;824;128;masc;23.0;...;0;0.0
12734;1262;1;fem;24.0;Pobre o povo que não entende uma ironia...rssss. ;0;0.75
6069;1262;229;masc;19.0;Pobre o povo que não entende uma ironia...rssss. ;1;0.75
3258;1262;110;fem;21.0;Pobre o povo que não entende uma ironia...rssss. ;1;0.75
3089;1262;105;fem;23.0;Pobre o povo que não entende uma ironia...rssss. ;1;0.75
6101;357;230;fem;30.0;Buá buá ;1;0.6666666666666666
4764;357;174;fem;28.0;Buá buá ;0;0.6666666666666666
3676;357;127;fem;23.0;Buá buá ;1;0.6666666666666666
10908;2366;437;fem;21.0;elas são minoria porque querem, nenhum homem obriga elas a estudar administração ou outra area, eu estudo ADS e tem mulheres na minha sala, então vamos parar de mimimi pfv rede E S G O T O de televisão...;1;1.0
10314;2366;289;fem;28.0;elas são minoria porque querem, nenhum homem obriga elas a estudar administração ou outra area, eu estudo ADS e tem mulheres na minha sala, então vamos parar de mimimi pfv rede E S G O T O de televisão...;1;1.0
1456;2366;31;fem;25.0;elas são minoria porque querem, nenhum homem obriga elas a estudar administração ou outra area, eu estudo ADS e tem mulheres na minha sala, então vamos parar de mimimi pfv rede E S G O T O de televisão...;1;1.0
9297;769;396;fem;20.0;Geralmente feministas são feias, gordas e por isso não recebem cantadas. Agora quem que as mulheres bonitas também não recebam. Não passam de invejosas.;1;1.0
4247;769;152;masc;32.0;Geralmente feministas são feias, gordas e por isso não recebem cantadas. Agora quem que as mulheres bonitas também não recebam. Não passam de invejosas.;1;1.0
2541;769;80;fem;27.0;Geralmente feministas são feias, gordas e por isso não recebem cantadas. Agora quem que as mulheres bonitas também não recebam. Não passam de invejosas.;1;1.0
9073;266;391;fem;20.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";0;0.2857142857142857
9009;266;388;masc;22.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";0;0.2857142857142857
8378;266;352;masc;24.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";0;0.2857142857142857
8372;266;348;fem;20.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";1;0.2857142857142857
6246;266;236;fem;22.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";0;0.2857142857142857
5012;266;1;fem;24.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";0;0.2857142857142857
1660;266;57;masc;24.0;"Vocês não se enxergam? e o ""teu"" presidente ? Não é casado com uma que serviria para ser neta dele também?""";1;0.2857142857142857
12413;2543;550;fem;24.0;Não tem nada pra fazer essa atriz? Vai trabalhar! ;1;1.0
